,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
1613,BusinessLiveSA,"The best of Business Day, Financial Mail, Business Times, RDM and more, plus live business, politics and markets news all day.",Johannesburg,504,28425,147360,0,Fans in stadiums still a way off https://t.co/vTm7kczAjS,[]
1614,RedBlueConnect,Old rocker with a delay pedal or 2.,"Edinburgh, Scotland",156,42,9543,0,GOAL - Sheffield United 1-0 Manchester United https://t.co/oeLVshzV8O via @BBCSport,[]
1615,daniell92220400,21🤘🏽,,23,64,11684,5,"Sam Allardyce says he accepted the Albion job for the thrill of keeping them in the Premier League.
https://t.co/x6ZKtYScfS #wba",[]
1616,JosephMasi_Star,West Bromwich Albion reporter for the @expressandstar. Proud dad to Georgie and Thomas. Big England fan.,Shropshire,456,10439,26261,5,"Sam Allardyce says he accepted the Albion job for the thrill of keeping them in the Premier League.
https://t.co/x6ZKtYScfS #wba",['wba']
1617,WFAE,Charlotte's NPR News Source.  Find us on Instagram 👉 @wfae and TikTok @wfae90.7,"Charlotte, NC",920,19053,38606,0,"Russia is banned from using its flag, name and anthem in the next two Olympics and any world championship sporting event for the next two years. The Court of Arbitration for Sport found that Russia was not in compliance with international anti-doping rules.https://t.co/PmhXagsi1G https://t.co/n2qRaDDgXV",[]
1618,LelanieBoulle,"I get lost easily so I might pop up anywhere! ❤ reading, writing. Reinventing myself. Live with hubby Hugo and 🐶🐶 Bobbie & Lizzie. #Wordie is a thing. No DM.",South Africa,2616,2580,11928,1,"The Australian Open will start on Feb. 8, three weeks later than scheduled, the ATP Tour said on Thursday in releasing an update of its calendar for 2021 revising the first seven weeks of the season. https://t.co/D8VrSlvc1U",[]
1619,BusinessLiveSA,"The best of Business Day, Financial Mail, Business Times, RDM and more, plus live business, politics and markets news all day.",Johannesburg,504,28425,147360,0,Lions stick with winning combination for Sharks clash https://t.co/AexZddq2Qk,[]
1620,DhfCoaZLD_Alti,"🕯🕯폴/팝 압수, 제발 건강하자🙏제발 클린만 하자🙏🕯🕯🥺 Header-©︎iheartjanny(Twitter) #WearAMask",피까흥 ,123,75,14440,55,"NYT 🚨-- Russia’s Doping Ban Is Halved by Court of Arbitration for Sport, But Remain Banned From Next 2 Olympics and Soccer World Cup in 2022

https://t.co/vyuwXa5SEa",[]
1621,ChochilinoRadio,,,27,95,291485,0,Paulo Dybala Reveals Dream to Win Champions League With Juventus https://t.co/W9tpSrMs9w,[]
1622,Sandra_Pella,"Northern Girl, Plants & lots of Animals, Environmentalist. Professional Gardener #AnimalRights #Wildlife #Nature #StandForWolves","Toronto, Ontario",2723,1227,57015,16,"The pile of coyotes found near Santa Teresa is a grim reminder that a handful of New Mexicans think that #wildlife is there for them to slaughter for fur or for a sport. 

TAKE ACTION: https://t.co/pwFr7NQqe6 #EndTheWarOnWildlife @TrapFreeNM @Wildlife_West https://t.co/8VmPbKOQZ0",['wildlife']
1623,irishnewssport,"Sports news, analysis and more from the Irish News.",Belfast,1474,31778,61454,0,"Tyrone Minors renew battle with Donegal 

https://t.co/XVQxkzgBFR",[]
1624,AllHopeLost3,Imperfect Human. UK. Politics  & Human Rights. Sometimes have a sense of humour (not all agree) . They/Them (but anything - get called a lot) Still not a Bot.,,571,399,12586,0,We will see when Red Rum scores a third. https://t.co/yoyF3tTzBA via @BBCSport,[]
1625,chethardy03,14u Water polo Coach at Southcoast Aquatics | West Ham United | Historian,,436,351,35332,2,"As a coach, here's how you can help keep your athletes excited for sport by setting attainable athletic goals now despite an uncertain environment via @TrueSport: https://t.co/uiHNz6XuWz

For more TrueSport resources: https://t.co/WFrQBdkwps https://t.co/RN9QciNfit",[]
1626,RikHenderson,"Senior news ed at @Pocketlint, games reviewer and former telly bloke from GamesMaster, Games World and loads you've never heard of.",UK,1165,4539,7765,0,"Even as a Liverpool fan, I’m finding it hard to understand why Neuer won FIFA goalkeeper of the year, but Alisson is the goalkeeper in FIFA’s best 11???  https://t.co/qIadKTNeSG",[]
1627,southasiansnews,News of South Asia and South Asians,"New York, USA",19,392,138443,0,Global push Centre recognises yoga as competitive sport - india news - https://t.co/jyvs5BfpIM,[]
1628,TrapFreeNM,"The mission of #TrapFree #NewMexico is to enact a legislative ban on traps, snares, and poisons on #publiclands to protect public safety and native #wildlife.",New Mexico,244,227,347,16,"The pile of coyotes found near Santa Teresa is a grim reminder that a handful of New Mexicans think that #wildlife is there for them to slaughter for fur or for a sport. 

TAKE ACTION: https://t.co/pwFr7NQqe6 #EndTheWarOnWildlife @TrapFreeNM @Wildlife_West https://t.co/8VmPbKOQZ0",['wildlife']
1629,staronline,News updates from Malaysia's top English-language daily and website,"Kuala Lumpur, Malaysia",213,1649998,385787,1,"Lewandowski beats Messi and Ronaldo to FIFA Best Player Award
https://t.co/qgs56EoOgk  https://t.co/qgs56EoOgk",[]
1630,TimesLIVE,"🧐News, features and analysis from our newsroom https://t.co/qL4LClV629📱💻For Sunday's best reads follow @sundaytimesza📰For Smart News follow @SunTimesDaily🧠","Johannesburg, South Africa",947,1496037,305888,1,"The Australian Open will start on Feb. 8, three weeks later than scheduled, the ATP Tour said on Thursday in releasing an update of its calendar for 2021 revising the first seven weeks of the season. https://t.co/D8VrSlvc1U",[]
1631,netdeportivas,Información y análisis sobre los mejores productos para hacer deporte 🏊‍♂️🚴‍♂️🏃‍♂️ #running #triathlon #swim #bike,,20,47,5800,0,A Month Later: The Peak Design Cycling Case/Mount System https://t.co/7WR49xTxHw @dcrainmakerblog #sport #deporte https://t.co/4Y1c5BIjAL,"['sport', 'deporte']"
1632,Lboroswimming,Swim Fast..Gain a Prestigious Degree..& Enjoy The Experience. https://t.co/N6Qxc79nZI #wherehistorybegins,Loughborough,501,5045,11169,12,"Fantastic to see @Lboroswimming's @alicedearingx featured in global publication, @CNN.

Read the story and view the video below:

https://t.co/3rmDA88rvQ",[]
1633,USAWP,"The official twitter for USA Water Polo, the national governing body for the sport of water polo in America #WaterPoloTough","Irvine, CA",833,42082,40554,2,"As a coach, here's how you can help keep your athletes excited for sport by setting attainable athletic goals now despite an uncertain environment via @TrueSport: https://t.co/uiHNz6XuWz

For more TrueSport resources: https://t.co/WFrQBdkwps https://t.co/RN9QciNfit",[]
1634,JasonHolyhead,"author /writer. football/politics/inclusion/unite, on my 1st book. ST @ BDTBL & write about league 2 for @overthebarFB 

ain't got a barrel of money..",Sheffield Yorkshire,5001,1881,27725,19,"I understand people under investigation for any sexual offences towards children still have rights but I believe these do not include watching them watching children play !! 

David Lean: Who is watching your children play sport, do we re... https://t.co/6eRO8yUcYP https://t.co/gsht7HJkL5",[]
1635,dsj_itv,The Sports Producer at ITV News. Got a story that needs telling? Please dm me for a confidential chat...,"London, England",3887,3311,8815,3,"England rugby’s former team doctor admits he 'made mistakes' in missing concussions and says the sport must now make significant changes to protect players | @dsj_itv
https://t.co/8D4MADdhIq",[]
1636,CarClassified_,results on the edge😀,,1242,39,14013,0,"2021 Land Rover Range Rover Sport 5.0L Supercharged SVR Eiger Grey for sale - Used Cars for Sale
https://t.co/tExdVBJ9vV https://t.co/zDXjpcyxwQ",[]
1637,DannyGauthier3,🇨🇦🇨🇦     j'aime l'hockey #NHL fans de #gosensgo #letsgopens #HereWeGo #vegasborn. et soccer fans de #MUFC et #forcabarca #imfc #lakeshow❤️❤️,"Gatineau, Québec ",847,932,176549,37,"The #ECHL is proud to join @TheAHL in the @NHL's #HockeyisForEveryone campaign, emphasizing diversity and inclusion in the sport of hockey.

https://t.co/Y3dBEKWU35","['ECHL', 'HockeyisForEveryone']"
1638,Its_Me_Your_AT,"Athletic Training, because golf carts... 🛺 MSc | ATC | Sports Medicine Director | Athletic Training Educator | Emergency Medicine Provider/Educator",,181,13,29,0,"Terribly disheartened by the Court of Administration for Sport’s ruling to not endorse the World Anti-Doping Agency’s original 4-year ban against Russia for noncompliance with international anti-doping rules. #PlayClean #PlayTrue #ATTwitter 
 
https://t.co/ztWOK22pLK","['PlayClean', 'PlayTrue', 'ATTwitter']"
1639,Erock1991,Bringin the funk since 1991. BACK ON TWITTER. #Backonthegrind #Whatgrind #ImHilarious #ImSorry,"New Jersey, USA",4993,700,30279,6,"Nominations are now open for the 2020 Theszies! 

https://t.co/PyvUyAIncj https://t.co/ZolyjlrpCV",[]
1640,paul_aguayo,"Tuiteo sobre #salud, #ciencia, #tecnología, #política y en general, por aquello que me atrae.

Mi alter ego es pura #tecnología y #linux.",The Net,276,266,35506,56,"A court has barred Russia from participating in world championships, including the Olympics, for two years. The court rejected a four-year ban, hoping to ""encourage the next generation of Russian athletes to participate in clean international sport."" https://t.co/w39TZOKBQz",[]
1641,itvnews,"Breaking news and the biggest stories from the UK and around the world. Bulletins weekdays at 1:30pm, 6:30pm and 10pm on ITV. Email yourstory@itv.com",United Kingdom,1488,2357443,223196,3,"England rugby’s former team doctor admits he 'made mistakes' in missing concussions and says the sport must now make significant changes to protect players | @dsj_itv
https://t.co/8D4MADdhIq",[]
1642,HUMAT0N,"Music, political/social issues (liberal), rasslin', MMA, mental health and pretty much anything else. Enjoy running. Lover of all that is cute. 🏳️‍🌈 🏳️‍⚧️ 🌐",,20,35,10497,1,"MMA fighters stand alone when it comes to bullshit excuses and revisionist delusions. No other sport comes close. #UFC #Fights #TonyFerguson 

https://t.co/mNwQiRpV1a","['UFC', 'Fights', 'TonyFerguson']"
1643,killmuvs1,"self medicated INTROVERT with a prosthetic spirit.

Hooper.",NBO  LOK,226,281,32150,25,"""This is a chance to... help drive a positive and diverse change for a sport which does require it across the world, not just in Britain."" 

Alice Dearing tells CNN about her quest to be the first Black female swimmer to represent Britain at the Olympics. https://t.co/HY4NzOe5uI",[]
1644,beboshownu,he/him #원위 🏳️‍⚧️🇵🇷,,1985,1138,113072,37,"The #ECHL is proud to join @TheAHL in the @NHL's #HockeyisForEveryone campaign, emphasizing diversity and inclusion in the sport of hockey.

https://t.co/Y3dBEKWU35","['ECHL', 'HockeyisForEveryone']"
1645,_EllaValentine,Writer. Dreamer.,London,2191,2094,14427,16,Marcus Rashford's mother Melanie Maynard has said the Manchester United forward's motivation to ensure poor children do not go hungry came from his own experiences growing up when she struggled to put food on the table. https://t.co/Z53ldZ7Qzf,[]
1646,mcaraeged,WANTED: Somebody to go back in time with me. This is not a joke. You'll get paid after we get back. Safety not guaranteed. I have only done this once before.,,105,4,4927,0,Women are seriously under represented in sports news coverage. So how do you fix that? https://t.co/fENu2NAycG https://t.co/EUd9ljIdXY,[]
1647,ebbenieuweboer,Free your mind and your ass will follow @singhatweets for #openinnovation #crowdsourcing #cocreation #ideamanagement #enterprise20 #consumerinsight,Amsterdam,746,839,27241,42,BREAKING: Russia's four-year ban from global sports has been halved by the Court of Arbitration for Sport. Russia will still miss the next two Olympics and soccer's World Cup in 2022. Via @tariqpanja: https://t.co/dHkzzBgDQ1,[]
1648,AdrianHarris890,I like the simpler pleasures.  Applied Statistics Masters student at NYU.,,136,29,1881,3,Putin gets sport’s top court to reduce Russia's 4-year doping ban https://t.co/75FcU9ieVg,[]
1649,juliaalvarey,"🌹💜💛🇪🇸Ecologista.Feminista.Roja.Escribo.Dibujo...https://t.co/yTTEghUNvVhttps://t.co/qncwdT5JYWhttps://t.co/58Ik30Byc8…http://you",Leon,219,429,57743,1,"A groundbreaking new study on transgender athletes has found trans women retain a 12% advantage in running tests EVEN after taking hormones for two years to suppress their testosterone. #SexMatters
https://t.co/E2CVXXitUh",[]
1650,StateTab,News around the world,,1039,325,7132,0,UK Sport promised major cash injection ahead of Tokyo Olympics https://t.co/BkjrtwPq0I,[]
1651,ChochilinoRadio,,,27,95,291485,0,Best Fifa Football Awards 2020: Robert Lewandowski wins men’s prize as Lucy Bronze is named best women’s player https://t.co/S5LSe5LiyR,[]
1652,ChochilinoRadio,,,27,95,291485,0,"‘I really feel that’s where Roger Federer would like to leave’, says legend https://t.co/ih4N6m2YiL",[]
1653,SvensktSpel,"Speltips, Erbjudanden, Live Stream, Spelbonusar och Stryktipsförslag till Stryktipset (Svenska Spel).",Sverige,1969,342,1844,0,"⚽️ Sheffield Utd – Manchester Utd Live Stream &amp; Tips &gt;&gt;
https://t.co/fWKiE3Y9Cp

#PremierLeague #Fotboll #SheffieldUnited #ManchesterUnited #ManUnited #ManUtd #ManU #United #Speltips #Twittboll #Tips #streaming #livestreaming #livestream #stream #sport #odds #bettingpicks","['PremierLeague', 'Fotboll', 'SheffieldUnited', 'ManchesterUnited', 'ManUnited', 'ManUtd', 'ManU', 'United', 'Speltips', 'Twittboll', 'Tips', 'streaming', 'livestreaming', 'livestream', 'stream', 'sport', 'odds', 'bettingpicks']"
1654,ChochilinoRadio,,,27,95,291485,0,Ghana Premier League: Asante Kotoko stunned by Great Olympics in Accra  https://t.co/kuQaTsrAhk,[]
1655,deyoaj,Unapologetically me,"ÜT: 6.453825,3.447925",352,973,47561,25,"""This is a chance to... help drive a positive and diverse change for a sport which does require it across the world, not just in Britain."" 

Alice Dearing tells CNN about her quest to be the first Black female swimmer to represent Britain at the Olympics. https://t.co/HY4NzOe5uI",[]
1656,ChochilinoRadio,,,27,95,291485,0,Iwobi is really good in one-versus-one situations – Everton manager Ancelotti https://t.co/bF1yJ5yoxK,[]
1657,ChochilinoRadio,,,27,95,291485,0,LIVE: Sheffield United vs Manchester United https://t.co/5ZEZR4sDY7,[]
1658,ChochilinoRadio,,,27,95,291485,0,Lewandowski beats Messi &amp; Ronaldo to Best FIFA Men’s Player award as Bronze takes women’s prize https://t.co/a6NTvDk6sn,[]
1659,Orange_Deuce,"Tennis fanatic, player and blogger","Las Vegas, New Mexico",536,411,12622,0,Andy Murray signs up for Battle of the Brits event to begin Australian Open prep https://t.co/QCVbQa4QAr via @Metro_Sport,[]
1660,ChochilinoRadio,,,27,95,291485,0,Focused Tusker not excited about Gor Mahia victory – Matano https://t.co/LuThwQCCFu,[]
1661,Darraghman1,Just a guy who like to chance his luck 🍀,,5001,753,46983,3,Putin gets sport’s top court to reduce Russia's 4-year doping ban https://t.co/75FcU9ieVg,[]
1662,archivpolitique,•The impartial-independent-objective archive on world politics @SpaceReport360 •RT≠Endorsement •Bismarck: Politics is not a science but an art. @PaintingsSoleil,"Moon, Hogwarts ",1679,317,27143,3,Putin gets sport’s top court to reduce Russia's 4-year doping ban https://t.co/75FcU9ieVg,[]
1663,bpolitics,"Bloomberg Politics is the spot for smart, non-partisan political coverage from around the world. Sign up for our daily newsletter: https://t.co/JpeRz59k9K",,910,336189,182035,3,Putin gets sport’s top court to reduce Russia's 4-year doping ban https://t.co/75FcU9ieVg,[]
1664,ajpickering,EU Loyalist. 🇪🇺 Amateur beer drinker. Semi professional waffler. Motorbikes. LUFC 💙💛. Film. TV. Art. Librarian. Opinions my own/not work related 😷,Europe 🇪🇺🇬🇧,567,309,16077,0,Look- we all love Jurgen but Bielsa was robbed #lufc &gt;&gt; Klopp wins best men's coach award https://t.co/nSIBTyI2j8 via @BBCSport,['lufc']
1665,ThaBlack_King,Every chance you get live life to the fullest because tomorrow might never come.,Infinity Island ,535,594,5197,1,"Congratulations the big Pole. You deserved it... #FIFAAwards2020
Lewandowski wins best men's player award https://t.co/NBV1NPuVNt via @BBCSport",['FIFAAwards2020']
1666,CurtisSport,Award winning programme publishers working with sports clubs and governing bodies. *For all order enquires please email orders@Curtis-sport.com,Aldridge - Biggar,2974,4017,6810,10,"Don't Believe a Word, the @Thompson1Garry autobiography, is full of laughter, tears but most of all heart. The popular striker talks #wba, Cyrille Regis, walking into a ""sea of s***"" at #avfc, dealing with loss and why it has never been more vital to talk. https://t.co/1k6etj4bAU",[]
1667,HorsetalkNZ,Daily equestrian news and information,New Zealand,270,3701,13956,0,Italy endurance champs to “bring the sport back to its original roots” https://t.co/dusbNPn4iO,[]
1668,firedancergirl,Engaged ☮️💟☯️ The rest is on a need to know basis. 👍,"Virginia, USA",5732,5782,23081,310,"Keyontae Johnson, the University of Florida men's basketball player who collapsed mid-game on Saturday, is now breathing on his own, talking with family and in stable condition, according to his parents https://t.co/RE0JbJQnLI",[]
1669,imluiscitizen,"Apasionado de la música, arte creativo y las palabras con sustancia. Busco la esencia de los momentos. Me gusta el café y el fútbol.",,151,9,155,0,"Lewandowski wins best men's player award https://t.co/1OBLNsi8rL via @BBCSport
#Futbol #TheBest","['Futbol', 'TheBest']"
1670,eublogo,Hungarian journalist - Brussels correspondent since 2001. Lives in Leuven. Works for https://t.co/t87XyQZyyV @nepszava,Brussels,722,3804,13661,0,"The politics of compromise is like sumo, the ancient Japanese sport, where you win not by destroying your enemy but by pushing him out of the ring. 
https://t.co/22W8lykOPl",[]
1671,gachie_n,"am myself. speak for myself...
Manchester United fan
#GlazzersOut",,1079,312,2807,1,"Congratulations the big Pole. You deserved it... #FIFAAwards2020
Lewandowski wins best men's player award https://t.co/NBV1NPuVNt via @BBCSport",['FIFAAwards2020']
1672,java_sport,,,204,79,737,1336,"SCOOP: @JoeBiden has picked @RepDebHaaland to be the first Native American interior secretary, a historic first for the indigenous people of this country. W/ @dino_grandoni https://t.co/fBs4uKJi3v",[]
1673,gulftoday,Keeping you informed on news and opinions from the UAE and the Middle East.,"UAE, Sharjah",51,52096,203329,0,Ghantoot reign supreme at Emirates Polo Championship https://t.co/1IY4ZO13zN,[]
1674,WildWish3,,,1316,590,36917,16,"The pile of coyotes found near Santa Teresa is a grim reminder that a handful of New Mexicans think that #wildlife is there for them to slaughter for fur or for a sport. 

TAKE ACTION: https://t.co/pwFr7NQqe6 #EndTheWarOnWildlife @TrapFreeNM @Wildlife_West https://t.co/8VmPbKOQZ0",['wildlife']
1675,Dispatch_DD,"The Daily Dispatch newspaper's live Twitter feed. 
Call us on 043-702-2000.","East London, South Africa",1498,70870,92609,0,"Pakistan fast bowler Mohammad Amir announced his retirement from international cricket at the age of 28 on Thursday, claiming he could no longer play in an atmosphere where he did not feel welcome in the national team https://t.co/Jp0OB2ssh7",[]
1676,dhpsupply,"With over 30 years of trusted service, DHP is one of the largest, family-owned, full-service dental supply and equipment dealers in the US.","New Franken, WI",970,382,547,0,Studies show that impact physical exercise has on the oral health. https://t.co/YmePW4bqFo https://t.co/piUjKwMoIW,[]
1677,speedcafe,https://t.co/ZHxcSClAyC - your daily racing fix!,Australia,561,20110,98539,0,"Tony D’Alberto will sport a bold blue livery in next year’s TCR Australia Series #TCR
https://t.co/X5IyT7A5bI",['TCR']
1678,IspetuMD,Medical Doctor. Liverpool fan. Champions of England🇬🇧 #19 #YNWA,United Kingdom,527,702,23799,0,It has to be Lewandoski https://t.co/94GzRcHxcs via @BBCSport,[]
1679,TheUSAposts,,,33,19,9902,0,"Latest News: Russia's ban from Olympics upheld by Court of Arbitration for Sport, but term is reduced - USA TODAY https://t.co/r6tWonoi7A #TheUSAPosts #News","['TheUSAPosts', 'News']"
1680,GossipVehiculo,"Noticias, recomendaciones sobre automóviles","Miami, FL",88,54,5916,0,"#Noticiasdeautos: Chevrolet agrega Traverse Midnight, Sport Edition y Equinox RS para 2021 https://t.co/auNlJT9x6A https://t.co/4slzKNWsS2",['Noticiasdeautos']
1681,Carnegie_Sport,Leeds Beckett University's Carnegie School of Sport https://t.co/q3h6N6Yd87,"Leeds, United Kingdom",1326,5284,4643,3,So proud of this collaboration with the University of Nairobi. Grateful to work at a university who supports me supporting others! https://t.co/MCT1hEWZ1J,[]
1682,SundayTimesZA,"The Sunday Times brings you news, investigative exposé, sport, opinion, entertainment plus so much more. For subscription queries - 
0860-525-200",South Africa,297,570984,108008,0,Yet SA still produces outstanding black athletes despite these unfriendly spaces https://t.co/1vhWhPzzDL,[]
1683,staronline,News updates from Malaysia's top English-language daily and website,"Kuala Lumpur, Malaysia",213,1649998,385787,0,"Allardyce hungry to make instant impact at West Brom
https://t.co/WDaTOBAHGA  https://t.co/WDaTOBAHGA",[]
1684,anewscomtr,"ANews Official Account
Perspectives change, truth remains; discover the truth for justice.
Eyewitness to news?
Share with us on Whatsapp: +90 505 199 10 00",,273,29958,86583,0,"A Turkish male wrestler, Haydar Yavuz claimed a silver medal in the 2020 Individual World Cup in Serbia on Thursday. https://t.co/pkwT9iVAfh",[]
1685,kwEPJM0LmkcL9Fo,"-ขอมีส่วนร่วมแสดงความคิดเห็นตามสิทธิเป็นพลเมืองไทย
-ความคิดเห็นที่""แตกต่างกัน"" คือ ""ความสวยงามตามประชาธิปไตย""
 ประชาธิปไตยได้มาจากการ""ต่อสู้""ไม่ใช่จากการ""ร้องขอ",,899,380,12420,0,'We didn't dream 30 years' https://t.co/wi1eqI9YSI via @BBCSport,[]
1686,macksport,,,5004,602,19174,26,"Russia's ban from major international sporting events has been halved by the Court of Arbitration for Sport (CAS), but the country will still not be represented at next year's Olympics or the 2022 FIFA World Cup. https://t.co/pQhpXtjYf4",[]
1687,arielgilreath,Covering education and family issues with @GreenvilleNews and @IndependentMail Youngest looking person in the room. agilreath@gannett.com,"Greenville, SC",548,990,5285,0,"Wrestling is basically the definition of ""close contact."" The sport has always grappled with incredibly contagious skin infections traveling between players -- ring worm, staph. It will be interesting to see how the season progresses this year:
https://t.co/KRRTeqopOZ",[]
1688,kwEPJM0LmkcL9Fo,"-ขอมีส่วนร่วมแสดงความคิดเห็นตามสิทธิเป็นพลเมืองไทย
-ความคิดเห็นที่""แตกต่างกัน"" คือ ""ความสวยงามตามประชาธิปไตย""
 ประชาธิปไตยได้มาจากการ""ต่อสู้""ไม่ใช่จากการ""ร้องขอ",,899,380,12420,0,Fifpro women's world XI https://t.co/JfJVdxQMV4 via @BBCSport,[]
1689,hajar_violet,,,22,0,3,372,Los Angeles Lakers star LeBron James has been named TIME magazine's Athlete of the Year https://t.co/0HJkQROuyP https://t.co/b79N5b3a6a,[]
1690,PiletjiSebola,There's NO STORM that God won't carry me through. NO BRIDGE that God won't help me cross. NO BATTLE that God won't help me to win. 🙏🙏,"Gauteng, South Africa",1556,1005,18414,5,An in-depth conversation with the man who helped build one of SA’s most successful clubs https://t.co/fOGq6OwgZB,[]
1691,VernonMattersca,The North Okanagan's go-to Online Newspaper for up to the minute News and Community information.,"Vernon, British Columbia",1183,1664,17430,0,"Sport, arts, and culture groups in Vernon-Monashee get share of over $730,000 https://t.co/g69qwmTjRg https://t.co/vYSLGgoLz7",[]
1692,infomorsels,Information tidbits and snarky retorts,Seattle Washington,482,401,140739,16,"The pile of coyotes found near Santa Teresa is a grim reminder that a handful of New Mexicans think that #wildlife is there for them to slaughter for fur or for a sport. 

TAKE ACTION: https://t.co/pwFr7NQqe6 #EndTheWarOnWildlife @TrapFreeNM @Wildlife_West https://t.co/8VmPbKOQZ0",['wildlife']
1693,date_stephen,"Proud Husband Dad & Grampies. FFC Fan.  Romford mkt trader Magnetic Health Jewellery... winning isn't everything, but wanting to is !",romford,707,669,12079,0,They've only won once 'Burnley would take a point' https://t.co/5P57ysIAHn via @BBCSport,[]
1694,idealmagn3t,"Ideal Magnet Solutions is North America branch of BJMT with over 30 years in NdFeB manufacturing and development.
https://t.co/TG7hTufxIq","Los Angeles, CA",837,147,7860,0,"ElectricVTOL: RT @AirspeederHQ: Want to know how motorsport influences the creation of Airspeeder? 

Read 👉 https://t.co/LPBKAqgXPK to discover how the likes of #F1 pit stops &amp; the stunning scenery of Monaco helps shape our sport 🚀

#NewSport #eVTOL https://t.co/uaYxnsegxm","['F1', 'NewSport', 'eVTOL']"
1695,kfitzsterling,"we are the Constitution. #MAGA #WomenforTrump. Quote from Bob Woodson via Epoch Times: ""Slavery Was America’s 'Birth Defect,' But It Doesn’t Define America""",,7342,7009,128862,0,Why must the left ruin everything?. Why is culture their sport? https://t.co/ZTjYuk4O7I,[]
1696,SundayTimesZA,"The Sunday Times brings you news, investigative exposé, sport, opinion, entertainment plus so much more. For subscription queries - 
0860-525-200",South Africa,297,570984,108008,1,Parliament’s sport portfolio committee seems to have not learnt the rules of the game https://t.co/5YNMZ8iwgv,[]
1697,sweetestmint,y'all really woke me up for this ★ limit 1 funny tweet per day ★ ran for delegate once and won’t shut up about it,"(philly, she/they, 18)",1394,751,41044,5,".@NHLFlyers Michael Raffl's loan at @ecvsv is officially over.

Heading back to North America and #Flyers. #NHL

https://t.co/55fjp7S9s1","['Flyers', 'NHL']"
1698,JLHerms,Don't Stop Believin. Love the SF Giants #WearAMask  Jovi & Bonbon #ECC,San Francisco,2776,2891,91383,1,"https://t.co/Hm0Un6nlRL

@Mrs_J_Bananas 
@JenniferBMorri2 
@WillowandAmber1 
@AllNightShow 
@JLHerms 
@Eliot01375004 
@TriciaCaputo 
@Wolves19671 
@WWFCOHIO 
@Bryrube1 
@CJMille38027356 
@Freeds 

Here's the latest Molinews.",[]
1699,NewshubSport,Got a story tip or feedback? Email news@newshub.co.nz. #Newshub,New Zealand,310,8450,56357,0,Joseph Parker v Junior Fa heavyweight clash gets rescheduled date of February 27 https://t.co/FUbn1vLn0X https://t.co/2IEYNWTobT,[]
1700,adamxii,On-air: @rock929ROCKS weekdays 11a-4p || Words: @nprmusic + @GBH + @bostondotcom || Taught: @Northeastern + @CurryEdu || Voiceover: hire me! adam12@bbgi.com,North of Boston,112,6870,58916,7,"“Having to defend Boston is a real sport."" A @SincerelyJenee appreciation tweet--her A Beautiful Resistance series is revealing so much about this region.  https://t.co/p81nGZlwzW",[]
1701,864Huddle,Join the huddle! The most comprehensive coverage of high school sports in the Upstate. Brought to you by the @GreenvilleNews & @IndependentMail.,"South Carolina, USA",1030,1993,3323,3,"The question has come up as winter sports start amid the pandemic: how can you socially distance in a sport like wrestling?

https://t.co/cdXisf163K",[]
1702,GreenvilleNews,"The latest news, business and sports from Upstate South Carolina's leading newspaper.","Greenville, S.C.",838,94387,110507,3,"The question has come up as winter sports start amid the pandemic: how can you socially distance in a sport like wrestling?

https://t.co/cdXisf163K",[]
1703,fifross,"Award winning Jazz
Vocalist/Songwriter/Pianist/Producer/Journalist  
‘This is the UK artist that just keeps giving us great and compelling music’ Kind of Jazz",London,1454,6792,59222,3,"Submission to the Digital, Culture, Media and Sport Committee inquiry into the “Economics of music streaming” on behalf of the All Party Parliamentary Jazz Appreciation Group. https://t.co/HlK4Ll7cQa",[]
1704,Lord_Carson12,"RANGERS FAN,100% BRITISH....F.G.A.U.🇬🇧 U.S.S.F.🇬🇧",,6513,6887,24978,19,"I understand people under investigation for any sexual offences towards children still have rights but I believe these do not include watching them watching children play !! 

David Lean: Who is watching your children play sport, do we re... https://t.co/6eRO8yUcYP https://t.co/gsht7HJkL5",[]
1705,jerry41413871,"Life-long  wrestler, coach, official,clinician,teacher, and sometime critic of the greatest sport on earth.","Raleigh, NC",831,245,59193,56,"A court has barred Russia from participating in world championships, including the Olympics, for two years. The court rejected a four-year ban, hoping to ""encourage the next generation of Russian athletes to participate in clean international sport."" https://t.co/w39TZOKBQz",[]
1706,suvonafarm,🐊,nebraska USA,354,705,20823,5,"“Djokovic used the opportunity to thank the health workers, who have been working in extraordinary conditions for more than ten months and are fighting for the lives of many people.” ♥️

https://t.co/hp545hbTKS",[]
1707,ChochilinoRadio,,,27,95,291485,0,Liverpool Midfielder Thiago Alcantara Pictured in Training Ahead of Injury Return https://t.co/2CSZDzQxq6,[]
1708,ChochilinoRadio,,,27,95,291485,0,New Crystal Palace System Has Brought the Best Out of Christian Benteke https://t.co/Kt4fu73caH,[]
1709,AlvesBruno97,Torcedor do @CSAoficial.,"Maceió, Brasil",331,107,4005,26,"Marivaldo, torcedor do Sport, vence Fifa Fan Award 2020 https://t.co/oJHT4JGjNS",[]
1710,OCSportsZone,OC Sports Zone is your new source for Orange County sports. Our site is free. For story ideas and advertising contact Tim Burt at timburt@ocsportszone.com,"California, USA",1236,4296,15884,2,"CIF and Southern Section release sport-by-sport safety guidelines, modifications for return to competition https://t.co/ej7ZeeuGyg",[]
